Source,Target
26092322,192619145
130769515,1294671590
169108374,1294671590
181547552,1283280774
70931966,136199984
157725225,1282105669
183935753,1294671590
55769427,201448701
20231570,139660479
1174212,114027177
63966007,201448701
7877124,180923762
201448701,1330342723
28022161,185163786
84218800,1312222531
161046081,1294671590
193531525,1299303238
161318765,1343551460
19820366,149594827
5023651,45129253
99065089,157773358
201448701,1316902750
47508984,185261750
33213144,150468666
204465549,1334819555
97018004,154570441
8204097,181369854
45129253,162608824
241749,153648349
28407311,136199984
47508984,142263535
181547552,1299303238
27837315,204250578
148283060,1289243028
79510175,1294671590
20231570,200769079
45129253,114457229
40347166,1343551460
52357470,200719446
63966007,4210117453
79576946,1344073410
22299242,161296585
40120149,165143802
79576946,126307644
60134161,113306721
5124864,202697423
150468666,1316902750
63966007,145311948
25974101,223822909
201448701,1334819555
4432739,204778367
19820366,165143802
33213144,130769515
78577930,145608581
22299242,163770644
75027704,200719446
86519309,201448701
196272386,1283280774
98704320,114027177
145311948,1288882113
52357470,170897317
47508984,3018483916
200777214,1294671590
8204097,202697423
32389192,161318765
95457486,1334627681
87216513,185443292
32389192,130238516
36234482,146655781
84884186,190082696
98285908,1294671590
73613424,161296585
32389192,1299303238
184565670,1299303238
865915315,3018483916
76134821,154526488
79576946,126744593
99464096,2801952686
57206974,102322142
8087733,62916508
58610484,136199984
47720641,139660479
223532165,1283280774
45129253,161318765
31746571,149704539
157614274,1294671590
7877124,76134821
7877124,45129253
56590836,136199984
867280407,1283280774
63135867,136199984
75951250,223822909
39804081,145872427
45129253,4210145102
8204097,74656192
32971472,2799853436
86519309,136199984
165143802,1294671590
74801974,163770644
28407311,204730241
99043593,165779595
57206974,170201317
97018004,1330342723
72951846,1312222531
74801974,136199984
99464096,2802934949
70931966,204730241
33213144,111979921
79576946,196272386
84218800,204250578
15057530,100532134
83816512,1294671590
97018004,223822909
98285908,159385669
27837315,1344073410
47508984,153648349
99065089,1294671590
40347166,130238516
27837315,122411786
5023651,27837315
204465549,1316902750
47508984,129604602
79576946,130769515
99464096,136199984
33213144,170897317
130238516,1299303238
78650965,1294671590
154526488,1335113835
36258959,1343551460
8087733,1294671590
94624287,169381384
78577930,196272386
8204097,78650965
32389192,1283280774
55769427,180670191
8204097,40120149
5023651,204722609
83519826,200296433
52357470,180670191
180670191,1288882113
27837315,141945490
98704320,2799503643
79576946,145608581
40120149,190082696
57206974,185261750
40120149,123387679
32971472,130238516
71267560,108290504
57206974,161318765
47508984,130828816
97018004,1288882113
185261750,1299303238
99043593,118347636
33213144,114027177
45129253,184942183
165733156,1312222531
73613424,135598925
37461747,196699116
16391192,1294671590
241749,201448701
91136226,146655781
204250578,1294671590
45129253,165143802
25974101,187531555
47251452,136199984
20089843,161318765
79576946,4210126298
95457486,141945490
40120149,169381384
19820366,153473198
28166907,185261750
9360294,4210155236
4432739,1294671590
79576946,4210125099
76134821,223822909
5681781,118347636
47508984,124055696
17974374,151201029
241749,190082696
8087733,159176309
32971472,1334819555
66946132,135310074
205783295,1299303238
90610280,200769079
27837315,1306266525
32971472,200719446
74656192,1294671590
45129253,2801952686
97018004,165779595
27804330,201448701
97018004,126307644
173304897,1294671590
36258959,141945490
91136226,142263535
5023651,40120149
79576946,141945490
32389192,170897317
36258959,188538660
138006243,1306266525
57206974,170897317
241749,19820366
68618741,116067653
27837315,188538660
71999127,121748325
69552723,157614274
32971472,181547552
5023651,145311948
53964585,1294671590
241749,145311948
63966007,148283060
52357470,185261750
91045830,1294671590
7877124,161046081
35440088,114457229
99043593,165143802
28407311,166337079
99065089,154099455
181547552,1288882113
57206974,129975664
28022161,145487455
241749,141945490
83019370,193662353
86519309,135310074
36258959,126307644
865915315,2800006345
865915315,2801952686
241749,145872427
92446798,188538660
98704320,1299303238
39804081,138689650
31746571,136199984
47508984,161318765
63966007,135310074
99464096,169381384
145311948,1306266525
45129253,200777214
27804330,180670191
57206974,1294671590
145311948,1316535847
55769427,204465549
86987016,1294671590
79619799,130828816
47251452,170201317
33213144,180670191
96673099,1294671590
33213144,165733156
98704320,161318765
130701444,1294671590
63966007,165932596
71267560,1294671590
22299242,159385669
97018004,154526488
78577930,138006243
137902535,1312222531
62318514,223822909
63966007,1306266525
74775410,1343551460
97018004,196272386
36258959,138006243
66946132,188538660
1174212,111979921
40347166,1334819555
86519309,138006243
24185976,183067930
31746571,205640436
40120149,165932596
188538660,1334627681
36258959,165690674
39422238,201448701
223532165,1299303238
47508984,124357947
36258959,154570441
169521973,1343871089
63966007,185261750
99043593,114017466
36258959,2799853436
32971472,102322142
99464096,193662353
99065089,183519381
27837315,102322142
9617848,123044942
66946132,130769515
19820366,161318765
921990950,1288882113
45129253,159176309
165932596,1294671590
173911158,1312222531
22299242,150744194
98677209,204730241
40120149,2738703131
19820366,185261750
71999127,136199984
57206974,4210087915
91136226,1294671590
40347166,150468666
5388228,145311948
98285908,163770644
5023651,204730241
27357992,204983213
97018004,130769515
8087733,114090438
9842412,76569877
78577930,154526488
185261750,1330342723
78577930,2799853436
130238516,1283280774
32971472,204250578
86519309,130769515
223532165,1343551460
40347166,114027177
37461747,157773358
39343248,1294671590
62916508,181369854
8204097,39804081
204308271,1343551460
86519309,157725225
39422238,1282105669
52357470,126307644
40120149,202697423
63966007,188538660
28407311,165779595
36234482,130828816
865915315,2802934949
32971472,223532165
5681781,1292875679
32971472,141945490
899635006,4210097159
31746571,160993911
8204097,25974101
40347166,138006243
45129253,169381384
150468666,1330342723
32971472,1343551460
87216513,136199984
56590836,160993911
45129253,193662353
9617848,1294671590
56590836,154130895
28407311,185261750
78650965,159176309
91136226,183935753
8204097,204730241
51556381,161318765
27804330,111979921
204465549,1330342723
5388228,136199984
19820366,124055696
28166907,1299303238
84218800,138006243
45129253,157614274
17145004,149594827
166337079,1294671590
87216513,1294671590
92446798,1286329397
27837315,126744593
62916508,135140700
84884186,183935753
848706,157485424
47508984,141945490
47508984,187531555
76130692,165932596
33213144,103163165
33213144,145608581
58956616,114027177
861853513,4210145102
27837315,204730241
59553526,136199984
28166907,1283280774
1850255,1294671590
66946132,161318765
205783295,1312222531
79576946,204250578
181369854,1294671590
58956616,170201317
63966007,1288882113
66946132,205783295
47508984,133731052
27804330,161318765
45129253,126231945
33213144,161318765
97018004,4210125099
40120149,133731052
32021983,159176309
25217355,108290504
40120149,161318765
74656192,159176309
921990950,1343551460
99065089,165932596
57206974,114027177
241749,165143802
24603500,136199984
24943067,113940042
80281795,129604602
39343248,159176309
71999127,204730241
9360294,116067653
5023651,32971472
78577930,130769515
57206974,174216632
17974374,165690674
84218800,154570441
5023651,39804081
47508984,165932596
60134161,1294671590
7877124,181369854
99065089,177725633
40120149,193662353
58956616,180670191
170897317,1294671590
33213144,137902535
31746571,1294671590
27837315,1334627681
39804081,189158943
55769427,114027177
28166907,155660961
57206974,1344073410
32389192,181547552
98677209,124055696
97018004,204730241
43406934,168635309
86519309,122411786
78577930,141945490
43439940,142263535
87216513,130238516
45129253,2738703131
185261750,1343551460
9360294,45129253
136199984,1289490764
47508984,201448701
8087733,2802164966
84884186,130828816
39804081,122411786
70931966,129902397
71267560,116067653
75951250,1294671590
20089843,135310074
78650965,2802164966
97018004,4210126298
98704320,154526488
33213144,1312222531
22465464,223822909
57206974,1334819555
99464096,183935753
62916508,136199984
161318765,1334819555
19820366,129604602
7882870,195460627
47508984,138689650
45129253,170201317
36258959,200719446
97018004,145608581
8204097,39343248
52357470,204250578
180670191,1316535847
142263535,1294671590
87216513,157725225
98704320,204465549
16097986,123044942
91045830,205783295
98704320,111979921
28407311,154526488
55769427,4210087915
32971472,130769515
150468666,1334819555
161318765,1306266525
66862912,1294671590
201448701,1316535847
181547552,1344073410
13469542,1294671590
76134821,159176309
19820366,138006243
45129253,2802934949
83519826,115592961
51556381,114027177
40120149,205783295
87445476,149594827
39804081,145311948
921990950,2799853436
28166907,204730241
79619799,166337079
39804081,157674565
34809795,114090438
20231570,194450716
33213144,157725225
32971472,138006243
19820366,157725225
52418104,181391015
27837315,1288882113
95457486,204730241
4577782,39343248
47508984,202697423
79576946,154526488
78577930,204250578
45129253,165932596
19820366,148283060
27837315,145608581
40347166,1344073410
24354313,1294671590
8204097,47508984
97018004,188538660
63966007,157725225
79576946,187531555
154425047,1294671590
98677209,181647926
20089843,130769515
25217355,1294671590
36258959,103635307
39804081,1334627681
99065089,881766915
98677209,129604602
35440088,122411786
52357470,219193219
99043593,1292875679
40120149,114457229
98677209,185261750
19820366,115592961
51556381,205783295
36258959,196272386
99065089,153473198
39422238,114027177
148283060,1343871089
52357470,185443292
52357470,4210087915
8204097,76134821
79817857,151746483
28407311,223822909
39804081,159176309
27837315,204308271
32389192,2799853436
40347166,1283280774
98677209,166337079
172675005,1294671590
33213144,138006243
148283060,1344073410
32389192,205783295
241749,184942183
2613432,145311948
66946132,201448701
51556381,111979921
47508984,2738703131
84218800,111979921
24185976,139660479
98677209,223822909
52357470,1316902750
177877127,1294671590
27804330,114027177
47508984,1283280774
97018004,129604602
51556381,170201317
45129253,1283280774
99464096,3018483916
44260953,135140700
84218800,170201317
52357470,4210117453
57206974,150468666
65837984,201537933
40120149,162608824
36258959,145608581
43406934,154425047
4432739,124055696
74801974,2738703131
165690674,1343551460
47508984,205783295
84884186,146655781
201448701,1289490764
36258959,1282311441
5388228,205783295
20089843,188538660
95457486,2738703131
28407311,145872427
39804081,124055696
58956616,1299303238
63966007,1282311441
55769427,111979921
98677209,130828816
97018004,124055696
40120149,200777214
205783295,1316902750
88273585,122140584
79576946,157725225
5023651,201448701
98285908,161296585
17974374,138006243
185261750,1334819555
28166907,114027177
27804330,170201317
27837315,196272386
32389192,1343551460
45129253,121797337
63966007,130769515
3923682,24943067
79576946,1316535847
60134161,203951103
99065089,136199984
241749,202697423
66946132,130238516
98677209,154526488
867280407,1316902750
91045830,135310074
74801974,4210145102
98677209,165779595
45129253,2800006345
45084792,116067653
21491767,134560555
45129253,111088046
20231570,161318765
98358874,1294671590
76134821,136199984
47508984,165143802
36258959,1316902750
87216513,201448701
84218800,122411786
44260953,114090438
36258959,181547552
130769515,1306266525
7877124,74656192
921990950,1299303238
913481162,1294671590
40120149,118347636
8204097,196349391
45129253,118564535
47508984,277688954
78577930,122411786
86519309,161318765
99464096,223822909
95457486,170897317
241749,133731052
62916508,114090438
45129253,123387679
74801974,204730241
36234482,142263535
205783295,1344073410
25974101,165690674
8087733,197323543
78577930,204730241
98704320,185261750
241749,169381384
32971472,1330342723
51556381,1294671590
95674353,154526488
28166907,204337017
95457486,124055696
28166907,165779595
53964585,174306211
98677209,141945490
58956616,150468666
63966007,2801851002
36258959,102322142
45129253,1335113835
70931966,125749732
241749,114457229
36258959,154526488
20089843,154570441
183067930,1294671590
63966007,154570441
84218800,103635307
62916508,161046081
7877124,28166907
39422238,180670191
47251452,180670191
62916508,197323543
76130692,126520041
98677209,190082696
80281795,165779595
170201317,1294671590
52357470,1334819555
57206974,111979921
40120149,118564535
28407311,141945490
20089843,138006243
76130692,172675005
19820366,135310074
52099693,1294671590
46247651,125749732
241749,161318765
79576946,204308271
130701444,1289243028
40120149,159176309
241749,121797337
98358874,2801952686
45129253,170897317
5023651,161318765
201448701,1286329397
27804330,205783295
162608824,1294671590
78577930,1334819555
79576946,4210140884
40347166,122411786
57206974,1283280774
40120149,126231945
39804081,132053463
241749,1299303238
39804081,138006243
241749,162608824
28166907,1294671590
7877124,202697423
200719446,1299303238
95457486,111979921
33213144,219193219
91045830,130238516
66946132,136199984
99464096,4210097159
8204097,75951250
66862912,187531555
99065089,168719708
8204097,118564535
80281795,165143802
47251452,150468666
32971472,1316535847
28166907,145311948
241749,118347636
241749,123387679
57206974,204465549
98704320,181547552
51556381,180670191
98704320,170201317
98704320,2799853436
19820366,130769515
27837315,148283060
63966007,1316535847
865915315,1294671590
66946132,1334627681
153648349,1294671590
52357470,1299303238
40120149,192619145
170897317,1316902750
52357470,102322142
33213144,204465549
87216513,205783295
55732556,201448701
7877124,135140700
55769427,150468666
185261750,1288882113
150468666,1288882113
